PdfType: replica
Format: lhagrid1
---
1.000000e-07 1.261857e-07 1.830738e-07 2.656088e-07 3.853529e-07 5.590810e-07 8.111308e-07 1.176812e-06 1.707353e-06 2.477076e-06 3.593814e-06 5.214008e-06 7.564633e-06 1.097499e-05 1.592283e-05 2.310130e-05 3.351603e-05 4.862602e-05 7.054802e-05 1.023531e-04 1.484968e-04 2.154435e-04 3.125716e-04 4.534879e-04 6.579332e-04 9.545485e-04 1.384886e-03 2.009233e-03 2.915053e-03 4.229243e-03 6.135907e-03 8.902151e-03 1.291550e-02 1.873817e-02 2.718588e-02 3.944206e-02 5.722368e-02 8.302176e-02 1.000000e-01 1.183673e-01 1.367347e-01 1.551020e-01 1.734694e-01 1.918367e-01 2.102041e-01 2.285714e-01 2.469388e-01 2.653061e-01 2.836735e-01 3.020408e-01 3.204082e-01 3.387755e-01 3.571429e-01 3.755102e-01 3.938776e-01 4.122449e-01 4.306122e-01 4.489796e-01 4.673469e-01 4.857143e-01 5.040816e-01 5.224490e-01 5.408163e-01 5.591837e-01 5.775510e-01 5.959184e-01 6.142857e-01 6.326531e-01 6.510204e-01 6.693878e-01 6.877551e-01 7.061224e-01 7.244898e-01 7.428571e-01 7.612245e-01 7.795918e-01 7.979592e-01 8.163265e-01 8.346939e-01 8.530612e-01 8.714286e-01 8.897959e-01 9.081633e-01 9.265306e-01 9.448980e-01 9.632653e-01 9.816327e-01 1.000000e+00
1.414214e+00 1.694634e+00 2.030658e+00 2.433312e+00 2.915806e+00 3.493973e+00 4.186784e+00 5.016969e+00 6.011770e+00 7.203827e+00 8.632253e+00 1.034392e+01 1.239499e+01 1.485275e+01 1.779786e+01 2.132695e+01 2.555581e+01 3.062320e+01 3.669539e+01 4.397162e+01 5.269063e+01 6.313850e+01 7.565806e+01 9.066008e+01 1.086368e+02 1.301781e+02 1.559908e+02 1.869217e+02 2.239859e+02 2.683995e+02 3.216196e+02 3.853927e+02 4.618111e+02 5.533824e+02 6.631110e+02 7.945974e+02 9.521559e+02 1.140956e+03 1.367193e+03 1.638290e+03 1.963142e+03 2.352408e+03 2.818860e+03 3.377804e+03 4.047580e+03 4.850163e+03 5.811888e+03 6.964311e+03 8.345245e+03 1.000000e+04
-6 -5 -4 -3 -2 -1 1 2 3 4 5 6 21
0.00000000e+00 0.00000000e+00 1.46287389e-16 -1.99177004e+01 3.82437814e+02 3.82437814e+02 3.82437732e+02 3.82437876e+02 -1.99177013e+01 1.46287389e-16 0.00000000e+00 0.00000000e+00 -7.51245303e+00
0.00000000e+00 0.00000000e+00 2.38352054e-01 -1.90713440e+01 3.63369415e+02 3.63369415e+02 3.63369334e+02 3.63369493e+02 -1.90713447e+01 2.38352054e-01 0.00000000e+00 0.00000000e+00 3.04417548e+01
0.00000000e+00 0.00000000e+00 6.02726900e-01 -1.81659601e+01 3.47309745e+02 3.47309749e+02 3.47309650e+02 3.47309826e+02 -1.81659615e+01 6.02726900e-01 0.00000000e+00 0.00000000e+00 6.21351634e+01
0.00000000e+00 0.00000000e+00 1.07450429e+00 -1.72095410e+01 3.33312992e+02 3.33312992e+02 3.33312895e+02 3.33313080e+02 -1.72095424e+01 1.07450429e+00 0.00000000e+00 0.00000000e+00 8.99609029e+01
0.00000000e+00 0.00000000e+00 1.64200496e+00 -1.62038510e+01 3.21012907e+02 3.21012906e+02 3.21012799e+02 3.21012998e+02 -1.62038523e+01 1.64200496e+00 0.00000000e+00 0.00000000e+00 1.15638966e+02
0.00000000e+00 0.00000000e+00 2.29735047e+00 -1.51493237e+01 3.10130530e+02 3.10130530e+02 3.10130419e+02 3.10130631e+02 -1.51493251e+01 2.29735047e+00 0.00000000e+00 0.00000000e+00 1.40427579e+02
0.00000000e+00 0.00000000e+00 3.03526403e+00 -1.40453932e+01 3.00448816e+02 3.00448821e+02 3.00448699e+02 3.00448921e+02 -1.40453952e+01 3.03526403e+00 0.00000000e+00 0.00000000e+00 1.65258345e+02
0.00000000e+00 2.38581354e-01 3.81595982e+00 -1.29296311e+01 2.91829879e+02 2.91829886e+02 2.91829757e+02 2.91829996e+02 -1.29296331e+01 3.81595982e+00 2.38581354e-01 0.00000000e+00 1.90603845e+02
0.00000000e+00 1.07750682e+00 4.59487688e+00 -1.18440455e+01 2.84127297e+02 2.84127297e+02 2.84127176e+02 2.84127418e+02 -1.18440479e+01 4.59487688e+00 1.07750682e+00 0.00000000e+00 2.16685601e+02
